type_similar,content_similar
0.18084764866175318,0.4592678047114952
0.2721744502173348,0.4636816356535068
0.45813379196748105,0.6092713698316616
0.15398269248996813,0.34233723448114983
0.2500094868385044,0.501678701748619
0.24052389960815365,0.6111282835173044
0.17240615795267034,0.5199409648749942
0.3177284057596563,0.6043627858791013
0.09497084096213744,0.27819922622044235
-0.010421843747218232,0.2993896101831352
0.2996508354263856,0.32137772424692124
0.16013135923138247,0.24145347134768594
0.1495763457439793,0.4101184592384577
0.16637856409525872,0.0
0.4374378121895697,0.21366554919876662
0.19207065864583703,0.47867908458461417
0.2652435783647279,0.5829833864915156
0.07290627806102727,0.0
0.3346533475011109,0.39650742056476174
0.11614154695605461,0.6091645828165051
0.23907147546691346,0.5912719081347146
0.3588385214570916,0.3007786561016408
-0.04595069370209636,0.18012274368243494
0.2925037378899378,0.0
0.11274809532154388,0.4228588334691488
0.26974929662650465,0.0
0.03534144341231543,0.0
0.12107442018346593,0.42422969392018767
0.1614660921405565,0.35284357613956024
0.15235387924408492,0.28355987626352447
0.13231486121113045,0.13556992075038293
0.2652970342449843,0.3342687048271043
0.25609120559132126,0.35843200577404055
0.3766742771096277,0.6300907315438636
0.004126545672648527,0.22328050547268402
-0.03723323058433634,0.33448979719903293
0.3089426775399998,0.3402533104641546
0.11857209415438642,0.34659239386789603
0.09034985255822035,0.5684043116202102
0.10277899541795289,0.2139616470758795
0.6048959009259683,0.5817671226377812
0.30896013611485645,0.12361276718345686
0.09829558727904976,0.09177928547362467
0.6331700328585376,0.4390626953656607
0.17273121880518597,0.026014575228949625
0.23710654768341843,0.02469153012150178
0.07944066079829565,-0.026314173200235682
0.050035505417955185,0.0
0.3448779435171381,0.38980833365602663
0.2855472958959863,0.29161595836860926
0.500386473308805,0.0
0.5022932787098677,0.3669822536738355
0.6048959009259683,0.5817671226377812
0.3258509239044741,0.39190845654098366
0.4476595907725159,0.4445765333257927
0.34644031874411774,0.0
0.2322968750438591,0.14286046452126333
0.46093393005013783,0.2312065726649492
0.3941304196905804,0.5843363649157514
0.1681685991884549,-0.03202001822182675
0.37009487694596516,-0.0312845641272596
0.5165634747133387,0.3855835493612093
0.08680157633012428,0.08539668749003855
0.5901345974286769,0.4850941394291089
0.1793341163279774,0.15437032485891286
0.17771330138188066,0.20447637187646736
0.1793341163279774,0.15437032485891286
0.07933707445150753,0.016311179464940408
0.09742702941924439,0.024855832363273173
0.3332562759884631,0.35189003573694594
0.2322968750438591,0.14286046452126333
0.0002356694276336536,0.0
0.22451413084797278,0.1751119059689859
0.4161059704230548,0.19371836029089173
0.09596291241871077,0.058012618871378
0.10410253333275017,0.005043315869493615
0.1290091858381718,0.13953802708288013
0.2322968750438591,0.12037957543629058
0.08850448573895264,0.0
0.1715192577823242,0.07965292937736097
0.630780221096949,0.45246654385289553
0.46093393005013783,0.2312065726649492
0.49600246311407115,0.26369538158944866
0.3608155829305412,0.3595020169543255
0.18743428612886548,0.3030875441838459
0.21625573777844878,0.2061587247182993
0.20175664181860029,0.3357682892165298
-0.03060105285192872,0.06640292772324392
0.5568543482877643,0.4538893261026756
0.4858985420504108,0.29410996214254753
0.4169487460301822,0.3348985947815443
0.14058329667770914,0.07298908896371328
0.3640536085768312,0.3612267243179376
0.40589428187331666,0.4277151504746714
0.07933707445150753,0.016311179464940408
0.1097355264776743,0.012792766657788465
0.1888442388023509,0.4730766253997814
0.18592657685311592,0.21401625030951388
0.4682380931665706,0.5419128135980646
0.5901345974286769,0.4850941394291089
0.09996569639484688,0.08669987031169997
0.05984709743142919,0.22982534289581724
0.14891210262296417,0.0
0.21689999567355356,0.3565338283355293
0.4247440040273403,0.3732739655675061
0.3005651841163765,0.20093870843389175
0.4247440040273403,0.3732739655675061
-0.11944948791877678,0.10057599380639405
0.038556176172132355,0.261086997778818
0.15326846294782162,0.3436559810988961
0.03973966232500894,0.08852469503452325
0.3137185746926049,0.0
0.1521753320218159,0.36273750583148884
0.32276062853217546,0.44165521881855035
0.338533838853342,0.3901593710135356
0.10921750292890321,0.0
0.2228339179393916,0.3402984261603385
0.2228339179393916,0.31356036320272973
0.2437944420919902,0.28293346924797
0.1662886869370767,0.4117758317536806
0.21778493462841286,0.33117237807698874
0.1662886869370767,0.4117758317536806
0.1662886869370767,0.4117758317536806
0.2228339179393916,0.31356036320272973
