type_similar,content_similar
0.18361476707114716,0.458884387494491
0.27296400175616536,0.46396478375415195
0.45690209037620555,0.6094859756436243
0.1521394970533465,0.341247737925588
0.2515938596736717,0.501715077562142
0.24087681307264583,0.6113157208837
0.17117447044787107,0.5204286122455112
0.318366336235796,0.6050576927179339
0.09720701048260312,0.2778345170930096
-0.010739637472347153,0.298117262333656
0.3000151671727844,0.32068943775063913
0.15931251422449086,0.2403608453580452
0.14698415897124348,0.40952220110740367
0.16731904332146816,0.0
0.4361358742021199,0.21351658556604577
0.19163831846060764,0.47806960046197833
0.2661821446771377,0.583087603586424
0.07345538945487916,0.0
0.33458306582950753,0.39649418257845964
0.11628216827021703,0.6098164746609969
0.24192656822209666,0.5910357099924166
0.3581504575446173,0.30076348916319046
-0.04494754285144939,0.17975681590688422
0.2923912476618273,0.0
0.11498757257712443,0.42222728547251936
0.2719908114931715,0.0
0.03559535171366914,0.0
0.11909250487143283,0.42408423947816226
0.15949606817307227,0.3531092890601896
0.1524095543947436,0.2833553056735026
0.13279189948038259,0.13508626781892094
0.2659853985492501,0.3339898275905841
0.2551607278909503,0.3586053396508001
0.3785635349022249,0.6304549934663118
0.0043581447859422934,0.22369010507816003
-0.03747259800858626,0.333490099647995
0.30757614040836884,0.3400891144834342
0.11736208945188747,0.3465595830442213
0.09115452280763361,0.5681848652337754
0.10376110946898508,0.21403680700468003
0.604267133750314,0.5815024240864624
0.30433423136868915,0.12473115213501489
0.09542289060017173,0.09223117915769125
0.6335075257301374,0.4386769161819059
0.1694544865708906,0.026650294198066197
0.23772916330087782,0.024853484729261823
0.07897225252847397,-0.024272651253155503
0.04903690802553158,0.0
0.34159289226845757,0.3895019667211244
0.2840579932512284,0.2900508549172142
0.500947755136856,0.0
0.501177535191382,0.3665624254882804
0.6042841246581304,0.5815024240314248
0.32364429175733417,0.3921758027893605
0.4447308777791944,0.44330794406742635
0.34491533256456003,0.0
0.23250333686744407,0.14339751304144524
0.45948281612874053,0.23115085714307343
0.3921424518722375,0.5837628009760724
0.1660140013605244,-0.03063638420615521
0.3731626490683404,-0.029129866436719828
0.5147613503676985,0.3856294334057036
0.08540152419552223,0.08499444276398388
0.5888747882822443,0.48442851779895435
0.17655929693377545,0.1556843442274977
0.17456677391403302,0.20619584708351674
0.17655922968713045,0.15568434426423344
